date_key,full_date,year,quarter,month,day_of_month,day_of_week,day_name,month_name,is_turnaround,is_summer_spec,is_winter_spec
20220201,2022-02-01,2022,1,2,1,2,Tuesday,February,0,0,1
20220202,2022-02-02,2022,1,2,2,3,Wednesday,February,0,0,1
20220203,2022-02-03,2022,1,2,3,4,Thursday,February,0,0,1
20220204,2022-02-04,2022,1,2,4,5,Friday,February,0,0,1
20220205,2022-02-05,2022,1,2,5,6,Saturday,February,0,0,1
20220206,2022-02-06,2022,1,2,6,7,Sunday,February,0,0,1
20220207,2022-02-07,2022,1,2,7,1,Monday,February,0,0,1
20220208,2022-02-08,2022,1,2,8,2,Tuesday,February,0,0,1
20220209,2022-02-09,2022,1,2,9,3,Wednesday,February,0,0,1
20220210,2022-02-10,2022,1,2,10,4,Thursday,February,0,0,1
20220211,2022-02-11,2022,1,2,11,5,Friday,February,0,0,1
20220212,2022-02-12,2022,1,2,12,6,Saturday,February,0,0,1
20220213,2022-02-13,2022,1,2,13,7,Sunday,February,0,0,1
20220214,2022-02-14,2022,1,2,14,1,Monday,February,0,0,1
20220215,2022-02-15,2022,1,2,15,2,Tuesday,February,0,0,1
20220216,2022-02-16,2022,1,2,16,3,Wednesday,February,0,0,1
20220217,2022-02-17,2022,1,2,17,4,Thursday,February,0,0,1
20220218,2022-02-18,2022,1,2,18,5,Friday,February,0,0,1
20220219,2022-02-19,2022,1,2,19,6,Saturday,February,0,0,1
20220220,2022-02-20,2022,1,2,20,7,Sunday,February,0,0,1
20220221,2022-02-21,2022,1,2,21,1,Monday,February,0,0,1
20220222,2022-02-22,2022,1,2,22,2,Tuesday,February,0,0,1
20220223,2022-02-23,2022,1,2,23,3,Wednesday,February,0,0,1
20220224,2022-02-24,2022,1,2,24,4,Thursday,February,0,0,1
20220225,2022-02-25,2022,1,2,25,5,Friday,February,0,0,1
20220226,2022-02-26,2022,1,2,26,6,Saturday,February,0,0,1
20220227,2022-02-27,2022,1,2,27,7,Sunday,February,0,0,1
20220228,2022-02-28,2022,1,2,28,1,Monday,February,0,0,1
20220301,2022-03-01,2022,1,3,1,2,Tuesday,March,0,0,1
20220302,2022-03-02,2022,1,3,2,3,Wednesday,March,0,0,1
20220303,2022-03-03,2022,1,3,3,4,Thursday,March,0,0,1
20220304,2022-03-04,2022,1,3,4,5,Friday,March,0,0,1
20220305,2022-03-05,2022,1,3,5,6,Saturday,March,0,0,1
20220306,2022-03-06,2022,1,3,6,7,Sunday,March,0,0,1
20220307,2022-03-07,2022,1,3,7,1,Monday,March,0,0,1
20220308,2022-03-08,2022,1,3,8,2,Tuesday,March,0,0,1
20220309,2022-03-09,2022,1,3,9,3,Wednesday,March,0,0,1
20220310,2022-03-10,2022,1,3,10,4,Thursday,March,0,0,1
20220311,2022-03-11,2022,1,3,11,5,Friday,March,0,0,1
20220312,2022-03-12,2022,1,3,12,6,Saturday,March,0,0,1
20220313,2022-03-13,2022,1,3,13,7,Sunday,March,0,0,1
20220314,2022-03-14,2022,1,3,14,1,Monday,March,0,0,1
20220315,2022-03-15,2022,1,3,15,2,Tuesday,March,1,0,1
20220316,2022-03-16,2022,1,3,16,3,Wednesday,March,1,0,1
20220317,2022-03-17,2022,1,3,17,4,Thursday,March,1,0,1
20220318,2022-03-18,2022,1,3,18,5,Friday,March,1,0,1
20220319,2022-03-19,2022,1,3,19,6,Saturday,March,1,0,1
20220320,2022-03-20,2022,1,3,20,7,Sunday,March,1,0,1
20220321,2022-03-21,2022,1,3,21,1,Monday,March,1,0,1
20220322,2022-03-22,2022,1,3,22,2,Tuesday,March,0,0,1
20220323,2022-03-23,2022,1,3,23,3,Wednesday,March,0,0,1
20220324,2022-03-24,2022,1,3,24,4,Thursday,March,0,0,1
20220325,2022-03-25,2022,1,3,25,5,Friday,March,0,0,1
20220326,2022-03-26,2022,1,3,26,6,Saturday,March,0,0,1
20220327,2022-03-27,2022,1,3,27,7,Sunday,March,0,0,1
20220328,2022-03-28,2022,1,3,28,1,Monday,March,0,0,1
20220329,2022-03-29,2022,1,3,29,2,Tuesday,March,0,0,1
20220330,2022-03-30,2022,1,3,30,3,Wednesday,March,0,0,1
20220331,2022-03-31,2022,1,3,31,4,Thursday,March,0,0,1
20220401,2022-04-01,2022,2,4,1,5,Friday,April,0,0,0
20220402,2022-04-02,2022,2,4,2,6,Saturday,April,0,0,0
20220403,2022-04-03,2022,2,4,3,7,Sunday,April,0,0,0
20220404,2022-04-04,2022,2,4,4,1,Monday,April,0,0,0
20220405,2022-04-05,2022,2,4,5,2,Tuesday,April,0,0,0
20220406,2022-04-06,2022,2,4,6,3,Wednesday,April,0,0,0
20220407,2022-04-07,2022,2,4,7,4,Thursday,April,0,0,0
20220408,2022-04-08,2022,2,4,8,5,Friday,April,0,0,0
20220409,2022-04-09,2022,2,4,9,6,Saturday,April,0,0,0
20220410,2022-04-10,2022,2,4,10,7,Sunday,April,0,0,0
20220411,2022-04-11,2022,2,4,11,1,Monday,April,0,0,0
20220412,2022-04-12,2022,2,4,12,2,Tuesday,April,0,0,0
20220413,2022-04-13,2022,2,4,13,3,Wednesday,April,0,0,0
20220414,2022-04-14,2022,2,4,14,4,Thursday,April,0,0,0
20220415,2022-04-15,2022,2,4,15,5,Friday,April,0,0,0
20220416,2022-04-16,2022,2,4,16,6,Saturday,April,0,0,0
20220417,2022-04-17,2022,2,4,17,7,Sunday,April,0,0,0
20220418,2022-04-18,2022,2,4,18,1,Monday,April,0,0,0
20220419,2022-04-19,2022,2,4,19,2,Tuesday,April,0,0,0
20220420,2022-04-20,2022,2,4,20,3,Wednesday,April,0,0,0
20220421,2022-04-21,2022,2,4,21,4,Thursday,April,0,0,0
20220422,2022-04-22,2022,2,4,22,5,Friday,April,0,0,0
20220423,2022-04-23,2022,2,4,23,6,Saturday,April,0,0,0
20220424,2022-04-24,2022,2,4,24,7,Sunday,April,0,0,0
20220425,2022-04-25,2022,2,4,25,1,Monday,April,0,0,0
20220426,2022-04-26,2022,2,4,26,2,Tuesday,April,0,0,0
20220427,2022-04-27,2022,2,4,27,3,Wednesday,April,0,0,0
20220428,2022-04-28,2022,2,4,28,4,Thursday,April,0,0,0
20220429,2022-04-29,2022,2,4,29,5,Friday,April,0,0,0
20220430,2022-04-30,2022,2,4,30,6,Saturday,April,0,0,0
20220501,2022-05-01,2022,2,5,1,7,Sunday,May,0,1,0
20220502,2022-05-02,2022,2,5,2,1,Monday,May,0,1,0
20220503,2022-05-03,2022,2,5,3,2,Tuesday,May,0,1,0
20220504,2022-05-04,2022,2,5,4,3,Wednesday,May,0,1,0
20220505,2022-05-05,2022,2,5,5,4,Thursday,May,0,1,0
20220506,2022-05-06,2022,2,5,6,5,Friday,May,0,1,0
20220507,2022-05-07,2022,2,5,7,6,Saturday,May,0,1,0
20220508,2022-05-08,2022,2,5,8,7,Sunday,May,0,1,0
20220509,2022-05-09,2022,2,5,9,1,Monday,May,0,1,0
20220510,2022-05-10,2022,2,5,10,2,Tuesday,May,0,1,0
20220511,2022-05-11,2022,2,5,11,3,Wednesday,May,0,1,0
20220512,2022-05-12,2022,2,5,12,4,Thursday,May,0,1,0
20220513,2022-05-13,2022,2,5,13,5,Friday,May,0,1,0
20220514,2022-05-14,2022,2,5,14,6,Saturday,May,0,1,0
20220515,2022-05-15,2022,2,5,15,7,Sunday,May,0,1,0
20220516,2022-05-16,2022,2,5,16,1,Monday,May,0,1,0
20220517,2022-05-17,2022,2,5,17,2,Tuesday,May,0,1,0
20220518,2022-05-18,2022,2,5,18,3,Wednesday,May,0,1,0
20220519,2022-05-19,2022,2,5,19,4,Thursday,May,0,1,0
20220520,2022-05-20,2022,2,5,20,5,Friday,May,0,1,0
20220521,2022-05-21,2022,2,5,21,6,Saturday,May,0,1,0
20220522,2022-05-22,2022,2,5,22,7,Sunday,May,0,1,0
20220523,2022-05-23,2022,2,5,23,1,Monday,May,0,1,0
20220524,2022-05-24,2022,2,5,24,2,Tuesday,May,0,1,0
20220525,2022-05-25,2022,2,5,25,3,Wednesday,May,0,1,0
20220526,2022-05-26,2022,2,5,26,4,Thursday,May,0,1,0
20220527,2022-05-27,2022,2,5,27,5,Friday,May,0,1,0
20220528,2022-05-28,2022,2,5,28,6,Saturday,May,0,1,0
20220529,2022-05-29,2022,2,5,29,7,Sunday,May,0,1,0
20220530,2022-05-30,2022,2,5,30,1,Monday,May,0,1,0
20220531,2022-05-31,2022,2,5,31,2,Tuesday,May,0,1,0
20220601,2022-06-01,2022,2,6,1,3,Wednesday,June,0,1,0
20220602,2022-06-02,2022,2,6,2,4,Thursday,June,0,1,0
20220603,2022-06-03,2022,2,6,3,5,Friday,June,0,1,0
20220604,2022-06-04,2022,2,6,4,6,Saturday,June,0,1,0
20220605,2022-06-05,2022,2,6,5,7,Sunday,June,0,1,0
20220606,2022-06-06,2022,2,6,6,1,Monday,June,0,1,0
20220607,2022-06-07,2022,2,6,7,2,Tuesday,June,0,1,0
20220608,2022-06-08,2022,2,6,8,3,Wednesday,June,0,1,0
20220609,2022-06-09,2022,2,6,9,4,Thursday,June,0,1,0
20220610,2022-06-10,2022,2,6,10,5,Friday,June,0,1,0
20220611,2022-06-11,2022,2,6,11,6,Saturday,June,0,1,0
20220612,2022-06-12,2022,2,6,12,7,Sunday,June,0,1,0
20220613,2022-06-13,2022,2,6,13,1,Monday,June,0,1,0
20220614,2022-06-14,2022,2,6,14,2,Tuesday,June,0,1,0
20220615,2022-06-15,2022,2,6,15,3,Wednesday,June,1,1,0
20220616,2022-06-16,2022,2,6,16,4,Thursday,June,1,1,0
20220617,2022-06-17,2022,2,6,17,5,Friday,June,1,1,0
20220618,2022-06-18,2022,2,6,18,6,Saturday,June,1,1,0
20220619,2022-06-19,2022,2,6,19,7,Sunday,June,1,1,0
20220620,2022-06-20,2022,2,6,20,1,Monday,June,1,1,0
20220621,2022-06-21,2022,2,6,21,2,Tuesday,June,1,1,0
20220622,2022-06-22,2022,2,6,22,3,Wednesday,June,0,1,0
20220623,2022-06-23,2022,2,6,23,4,Thursday,June,0,1,0
20220624,2022-06-24,2022,2,6,24,5,Friday,June,0,1,0
20220625,2022-06-25,2022,2,6,25,6,Saturday,June,0,1,0
20220626,2022-06-26,2022,2,6,26,7,Sunday,June,0,1,0
20220627,2022-06-27,2022,2,6,27,1,Monday,June,0,1,0
20220628,2022-06-28,2022,2,6,28,2,Tuesday,June,0,1,0
20220629,2022-06-29,2022,2,6,29,3,Wednesday,June,0,1,0
20220630,2022-06-30,2022,2,6,30,4,Thursday,June,0,1,0
20220701,2022-07-01,2022,3,7,1,5,Friday,July,0,1,0
20220702,2022-07-02,2022,3,7,2,6,Saturday,July,0,1,0
20220703,2022-07-03,2022,3,7,3,7,Sunday,July,0,1,0
20220704,2022-07-04,2022,3,7,4,1,Monday,July,0,1,0
20220705,2022-07-05,2022,3,7,5,2,Tuesday,July,0,1,0
20220706,2022-07-06,2022,3,7,6,3,Wednesday,July,0,1,0
20220707,2022-07-07,2022,3,7,7,4,Thursday,July,0,1,0
20220708,2022-07-08,2022,3,7,8,5,Friday,July,0,1,0
20220709,2022-07-09,2022,3,7,9,6,Saturday,July,0,1,0
20220710,2022-07-10,2022,3,7,10,7,Sunday,July,0,1,0
20220711,2022-07-11,2022,3,7,11,1,Monday,July,0,1,0
20220712,2022-07-12,2022,3,7,12,2,Tuesday,July,0,1,0
20220713,2022-07-13,2022,3,7,13,3,Wednesday,July,0,1,0
20220714,2022-07-14,2022,3,7,14,4,Thursday,July,0,1,0
20220715,2022-07-15,2022,3,7,15,5,Friday,July,0,1,0
20220716,2022-07-16,2022,3,7,16,6,Saturday,July,0,1,0
20220717,2022-07-17,2022,3,7,17,7,Sunday,July,0,1,0
20220718,2022-07-18,2022,3,7,18,1,Monday,July,0,1,0
20220719,2022-07-19,2022,3,7,19,2,Tuesday,July,0,1,0
20220720,2022-07-20,2022,3,7,20,3,Wednesday,July,0,1,0
20220721,2022-07-21,2022,3,7,21,4,Thursday,July,0,1,0
20220722,2022-07-22,2022,3,7,22,5,Friday,July,0,1,0
20220723,2022-07-23,2022,3,7,23,6,Saturday,July,0,1,0
20220724,2022-07-24,2022,3,7,24,7,Sunday,July,0,1,0
20220725,2022-07-25,2022,3,7,25,1,Monday,July,0,1,0
20220726,2022-07-26,2022,3,7,26,2,Tuesday,July,0,1,0
20220727,2022-07-27,2022,3,7,27,3,Wednesday,July,0,1,0
20220728,2022-07-28,2022,3,7,28,4,Thursday,July,0,1,0
20220729,2022-07-29,2022,3,7,29,5,Friday,July,0,1,0
20220730,2022-07-30,2022,3,7,30,6,Saturday,July,0,1,0
20220731,2022-07-31,2022,3,7,31,7,Sunday,July,0,1,0
20220801,2022-08-01,2022,3,8,1,1,Monday,August,0,1,0
20220802,2022-08-02,2022,3,8,2,2,Tuesday,August,0,1,0
20220803,2022-08-03,2022,3,8,3,3,Wednesday,August,0,1,0
20220804,2022-08-04,2022,3,8,4,4,Thursday,August,0,1,0
20220805,2022-08-05,2022,3,8,5,5,Friday,August,0,1,0
20220806,2022-08-06,2022,3,8,6,6,Saturday,August,0,1,0
20220807,2022-08-07,2022,3,8,7,7,Sunday,August,0,1,0
20220808,2022-08-08,2022,3,8,8,1,Monday,August,0,1,0
20220809,2022-08-09,2022,3,8,9,2,Tuesday,August,0,1,0
20220810,2022-08-10,2022,3,8,10,3,Wednesday,August,0,1,0
20220811,2022-08-11,2022,3,8,11,4,Thursday,August,0,1,0
20220812,2022-08-12,2022,3,8,12,5,Friday,August,0,1,0
20220813,2022-08-13,2022,3,8,13,6,Saturday,August,0,1,0
20220814,2022-08-14,2022,3,8,14,7,Sunday,August,0,1,0
20220815,2022-08-15,2022,3,8,15,1,Monday,August,0,1,0
20220816,2022-08-16,2022,3,8,16,2,Tuesday,August,0,1,0
20220817,2022-08-17,2022,3,8,17,3,Wednesday,August,0,1,0
20220818,2022-08-18,2022,3,8,18,4,Thursday,August,0,1,0
20220819,2022-08-19,2022,3,8,19,5,Friday,August,0,1,0
20220820,2022-08-20,2022,3,8,20,6,Saturday,August,0,1,0
20220821,2022-08-21,2022,3,8,21,7,Sunday,August,0,1,0
20220822,2022-08-22,2022,3,8,22,1,Monday,August,0,1,0
20220823,2022-08-23,2022,3,8,23,2,Tuesday,August,0,1,0
20220824,2022-08-24,2022,3,8,24,3,Wednesday,August,0,1,0
20220825,2022-08-25,2022,3,8,25,4,Thursday,August,0,1,0
20220826,2022-08-26,2022,3,8,26,5,Friday,August,0,1,0
20220827,2022-08-27,2022,3,8,27,6,Saturday,August,0,1,0
20220828,2022-08-28,2022,3,8,28,7,Sunday,August,0,1,0
20220829,2022-08-29,2022,3,8,29,1,Monday,August,0,1,0
20220830,2022-08-30,2022,3,8,30,2,Tuesday,August,0,1,0
20220831,2022-08-31,2022,3,8,31,3,Wednesday,August,0,1,0
20220901,2022-09-01,2022,3,9,1,4,Thursday,September,0,1,0
20220902,2022-09-02,2022,3,9,2,5,Friday,September,0,1,0
20220903,2022-09-03,2022,3,9,3,6,Saturday,September,0,1,0
20220904,2022-09-04,2022,3,9,4,7,Sunday,September,0,1,0
20220905,2022-09-05,2022,3,9,5,1,Monday,September,0,1,0
20220906,2022-09-06,2022,3,9,6,2,Tuesday,September,0,1,0
20220907,2022-09-07,2022,3,9,7,3,Wednesday,September,0,1,0
20220908,2022-09-08,2022,3,9,8,4,Thursday,September,0,1,0
20220909,2022-09-09,2022,3,9,9,5,Friday,September,0,1,0
20220910,2022-09-10,2022,3,9,10,6,Saturday,September,0,1,0
20220911,2022-09-11,2022,3,9,11,7,Sunday,September,0,1,0
20220912,2022-09-12,2022,3,9,12,1,Monday,September,0,1,0
20220913,2022-09-13,2022,3,9,13,2,Tuesday,September,0,1,0
20220914,2022-09-14,2022,3,9,14,3,Wednesday,September,0,1,0
20220915,2022-09-15,2022,3,9,15,4,Thursday,September,1,1,0
20220916,2022-09-16,2022,3,9,16,5,Friday,September,1,1,0
20220917,2022-09-17,2022,3,9,17,6,Saturday,September,1,1,0
20220918,2022-09-18,2022,3,9,18,7,Sunday,September,1,1,0
20220919,2022-09-19,2022,3,9,19,1,Monday,September,1,1,0
20220920,2022-09-20,2022,3,9,20,2,Tuesday,September,1,1,0
20220921,2022-09-21,2022,3,9,21,3,Wednesday,September,1,1,0
20220922,2022-09-22,2022,3,9,22,4,Thursday,September,0,1,0
20220923,2022-09-23,2022,3,9,23,5,Friday,September,0,1,0
20220924,2022-09-24,2022,3,9,24,6,Saturday,September,0,1,0
20220925,2022-09-25,2022,3,9,25,7,Sunday,September,0,1,0
20220926,2022-09-26,2022,3,9,26,1,Monday,September,0,1,0
20220927,2022-09-27,2022,3,9,27,2,Tuesday,September,0,1,0
20220928,2022-09-28,2022,3,9,28,3,Wednesday,September,0,1,0
20220929,2022-09-29,2022,3,9,29,4,Thursday,September,0,1,0
20220930,2022-09-30,2022,3,9,30,5,Friday,September,0,1,0
20221001,2022-10-01,2022,4,10,1,6,Saturday,October,0,0,0
20221002,2022-10-02,2022,4,10,2,7,Sunday,October,0,0,0
20221003,2022-10-03,2022,4,10,3,1,Monday,October,0,0,0
20221004,2022-10-04,2022,4,10,4,2,Tuesday,October,0,0,0
20221005,2022-10-05,2022,4,10,5,3,Wednesday,October,0,0,0
20221006,2022-10-06,2022,4,10,6,4,Thursday,October,0,0,0
20221007,2022-10-07,2022,4,10,7,5,Friday,October,0,0,0
20221008,2022-10-08,2022,4,10,8,6,Saturday,October,0,0,0
20221009,2022-10-09,2022,4,10,9,7,Sunday,October,0,0,0
20221010,2022-10-10,2022,4,10,10,1,Monday,October,0,0,0
20221011,2022-10-11,2022,4,10,11,2,Tuesday,October,0,0,0
20221012,2022-10-12,2022,4,10,12,3,Wednesday,October,0,0,0
20221013,2022-10-13,2022,4,10,13,4,Thursday,October,0,0,0
20221014,2022-10-14,2022,4,10,14,5,Friday,October,0,0,0
20221015,2022-10-15,2022,4,10,15,6,Saturday,October,0,0,0
20221016,2022-10-16,2022,4,10,16,7,Sunday,October,0,0,0
20221017,2022-10-17,2022,4,10,17,1,Monday,October,0,0,0
20221018,2022-10-18,2022,4,10,18,2,Tuesday,October,0,0,0
20221019,2022-10-19,2022,4,10,19,3,Wednesday,October,0,0,0
20221020,2022-10-20,2022,4,10,20,4,Thursday,October,0,0,0
20221021,2022-10-21,2022,4,10,21,5,Friday,October,0,0,0
20221022,2022-10-22,2022,4,10,22,6,Saturday,October,0,0,0
20221023,2022-10-23,2022,4,10,23,7,Sunday,October,0,0,0
20221024,2022-10-24,2022,4,10,24,1,Monday,October,0,0,0
20221025,2022-10-25,2022,4,10,25,2,Tuesday,October,0,0,0
20221026,2022-10-26,2022,4,10,26,3,Wednesday,October,0,0,0
20221027,2022-10-27,2022,4,10,27,4,Thursday,October,0,0,0
20221028,2022-10-28,2022,4,10,28,5,Friday,October,0,0,0
20221029,2022-10-29,2022,4,10,29,6,Saturday,October,0,0,0
20221030,2022-10-30,2022,4,10,30,7,Sunday,October,0,0,0
20221031,2022-10-31,2022,4,10,31,1,Monday,October,0,0,0
20221101,2022-11-01,2022,4,11,1,2,Tuesday,November,0,0,1
20221102,2022-11-02,2022,4,11,2,3,Wednesday,November,0,0,1
20221103,2022-11-03,2022,4,11,3,4,Thursday,November,0,0,1
20221104,2022-11-04,2022,4,11,4,5,Friday,November,0,0,1
20221105,2022-11-05,2022,4,11,5,6,Saturday,November,0,0,1
20221106,2022-11-06,2022,4,11,6,7,Sunday,November,0,0,1
20221107,2022-11-07,2022,4,11,7,1,Monday,November,0,0,1
20221108,2022-11-08,2022,4,11,8,2,Tuesday,November,0,0,1
20221109,2022-11-09,2022,4,11,9,3,Wednesday,November,0,0,1
20221110,2022-11-10,2022,4,11,10,4,Thursday,November,0,0,1
20221111,2022-11-11,2022,4,11,11,5,Friday,November,0,0,1
20221112,2022-11-12,2022,4,11,12,6,Saturday,November,0,0,1
20221113,2022-11-13,2022,4,11,13,7,Sunday,November,0,0,1
20221114,2022-11-14,2022,4,11,14,1,Monday,November,0,0,1
20221115,2022-11-15,2022,4,11,15,2,Tuesday,November,0,0,1
20221116,2022-11-16,2022,4,11,16,3,Wednesday,November,0,0,1
20221117,2022-11-17,2022,4,11,17,4,Thursday,November,0,0,1
20221118,2022-11-18,2022,4,11,18,5,Friday,November,0,0,1
20221119,2022-11-19,2022,4,11,19,6,Saturday,November,0,0,1
20221120,2022-11-20,2022,4,11,20,7,Sunday,November,0,0,1
20221121,2022-11-21,2022,4,11,21,1,Monday,November,0,0,1
20221122,2022-11-22,2022,4,11,22,2,Tuesday,November,0,0,1
20221123,2022-11-23,2022,4,11,23,3,Wednesday,November,0,0,1
20221124,2022-11-24,2022,4,11,24,4,Thursday,November,0,0,1
20221125,2022-11-25,2022,4,11,25,5,Friday,November,0,0,1
20221126,2022-11-26,2022,4,11,26,6,Saturday,November,0,0,1
20221127,2022-11-27,2022,4,11,27,7,Sunday,November,0,0,1
20221128,2022-11-28,2022,4,11,28,1,Monday,November,0,0,1
20221129,2022-11-29,2022,4,11,29,2,Tuesday,November,0,0,1
20221130,2022-11-30,2022,4,11,30,3,Wednesday,November,0,0,1
20221201,2022-12-01,2022,4,12,1,4,Thursday,December,0,0,1
20221202,2022-12-02,2022,4,12,2,5,Friday,December,0,0,1
20221203,2022-12-03,2022,4,12,3,6,Saturday,December,0,0,1
20221204,2022-12-04,2022,4,12,4,7,Sunday,December,0,0,1
20221205,2022-12-05,2022,4,12,5,1,Monday,December,0,0,1
20221206,2022-12-06,2022,4,12,6,2,Tuesday,December,0,0,1
20221207,2022-12-07,2022,4,12,7,3,Wednesday,December,0,0,1
20221208,2022-12-08,2022,4,12,8,4,Thursday,December,0,0,1
20221209,2022-12-09,2022,4,12,9,5,Friday,December,0,0,1
20221210,2022-12-10,2022,4,12,10,6,Saturday,December,0,0,1
20221211,2022-12-11,2022,4,12,11,7,Sunday,December,0,0,1
20221212,2022-12-12,2022,4,12,12,1,Monday,December,0,0,1
20221213,2022-12-13,2022,4,12,13,2,Tuesday,December,0,0,1
20221214,2022-12-14,2022,4,12,14,3,Wednesday,December,0,0,1
20221215,2022-12-15,2022,4,12,15,4,Thursday,December,1,0,1
20221216,2022-12-16,2022,4,12,16,5,Friday,December,1,0,1
20221217,2022-12-17,2022,4,12,17,6,Saturday,December,1,0,1
20221218,2022-12-18,2022,4,12,18,7,Sunday,December,1,0,1
20221219,2022-12-19,2022,4,12,19,1,Monday,December,1,0,1
20221220,2022-12-20,2022,4,12,20,2,Tuesday,December,1,0,1
20221221,2022-12-21,2022,4,12,21,3,Wednesday,December,1,0,1
20221222,2022-12-22,2022,4,12,22,4,Thursday,December,0,0,1
20221223,2022-12-23,2022,4,12,23,5,Friday,December,0,0,1
20221224,2022-12-24,2022,4,12,24,6,Saturday,December,0,0,1
20221225,2022-12-25,2022,4,12,25,7,Sunday,December,0,0,1
20221226,2022-12-26,2022,4,12,26,1,Monday,December,0,0,1
20221227,2022-12-27,2022,4,12,27,2,Tuesday,December,0,0,1
20221228,2022-12-28,2022,4,12,28,3,Wednesday,December,0,0,1
20221229,2022-12-29,2022,4,12,29,4,Thursday,December,0,0,1
20221230,2022-12-30,2022,4,12,30,5,Friday,December,0,0,1
20221231,2022-12-31,2022,4,12,31,6,Saturday,December,0,0,1
20230101,2023-01-01,2023,1,1,1,7,Sunday,January,0,0,1
20230102,2023-01-02,2023,1,1,2,1,Monday,January,0,0,1
20230103,2023-01-03,2023,1,1,3,2,Tuesday,January,0,0,1
20230104,2023-01-04,2023,1,1,4,3,Wednesday,January,0,0,1
20230105,2023-01-05,2023,1,1,5,4,Thursday,January,0,0,1
20230106,2023-01-06,2023,1,1,6,5,Friday,January,0,0,1
20230107,2023-01-07,2023,1,1,7,6,Saturday,January,0,0,1
20230108,2023-01-08,2023,1,1,8,7,Sunday,January,0,0,1
20230109,2023-01-09,2023,1,1,9,1,Monday,January,0,0,1
20230110,2023-01-10,2023,1,1,10,2,Tuesday,January,0,0,1
20230111,2023-01-11,2023,1,1,11,3,Wednesday,January,0,0,1
20230112,2023-01-12,2023,1,1,12,4,Thursday,January,0,0,1
20230113,2023-01-13,2023,1,1,13,5,Friday,January,0,0,1
20230114,2023-01-14,2023,1,1,14,6,Saturday,January,0,0,1
20230115,2023-01-15,2023,1,1,15,7,Sunday,January,0,0,1
20230116,2023-01-16,2023,1,1,16,1,Monday,January,0,0,1
20230117,2023-01-17,2023,1,1,17,2,Tuesday,January,0,0,1
20230118,2023-01-18,2023,1,1,18,3,Wednesday,January,0,0,1
20230119,2023-01-19,2023,1,1,19,4,Thursday,January,0,0,1
20230120,2023-01-20,2023,1,1,20,5,Friday,January,0,0,1
20230121,2023-01-21,2023,1,1,21,6,Saturday,January,0,0,1
20230122,2023-01-22,2023,1,1,22,7,Sunday,January,0,0,1
20230123,2023-01-23,2023,1,1,23,1,Monday,January,0,0,1
20230124,2023-01-24,2023,1,1,24,2,Tuesday,January,0,0,1
20230125,2023-01-25,2023,1,1,25,3,Wednesday,January,0,0,1
20230126,2023-01-26,2023,1,1,26,4,Thursday,January,0,0,1
20230127,2023-01-27,2023,1,1,27,5,Friday,January,0,0,1
20230128,2023-01-28,2023,1,1,28,6,Saturday,January,0,0,1
20230129,2023-01-29,2023,1,1,29,7,Sunday,January,0,0,1
20230130,2023-01-30,2023,1,1,30,1,Monday,January,0,0,1
20230131,2023-01-31,2023,1,1,31,2,Tuesday,January,0,0,1
20230201,2023-02-01,2023,1,2,1,3,Wednesday,February,0,0,1
20230202,2023-02-02,2023,1,2,2,4,Thursday,February,0,0,1
20230203,2023-02-03,2023,1,2,3,5,Friday,February,0,0,1
20230204,2023-02-04,2023,1,2,4,6,Saturday,February,0,0,1
20230205,2023-02-05,2023,1,2,5,7,Sunday,February,0,0,1
20230206,2023-02-06,2023,1,2,6,1,Monday,February,0,0,1
20230207,2023-02-07,2023,1,2,7,2,Tuesday,February,0,0,1
20230208,2023-02-08,2023,1,2,8,3,Wednesday,February,0,0,1
20230209,2023-02-09,2023,1,2,9,4,Thursday,February,0,0,1
20230210,2023-02-10,2023,1,2,10,5,Friday,February,0,0,1
20230211,2023-02-11,2023,1,2,11,6,Saturday,February,0,0,1
20230212,2023-02-12,2023,1,2,12,7,Sunday,February,0,0,1
20230213,2023-02-13,2023,1,2,13,1,Monday,February,0,0,1
20230214,2023-02-14,2023,1,2,14,2,Tuesday,February,0,0,1
20230215,2023-02-15,2023,1,2,15,3,Wednesday,February,0,0,1
20230216,2023-02-16,2023,1,2,16,4,Thursday,February,0,0,1
20230217,2023-02-17,2023,1,2,17,5,Friday,February,0,0,1
20230218,2023-02-18,2023,1,2,18,6,Saturday,February,0,0,1
20230219,2023-02-19,2023,1,2,19,7,Sunday,February,0,0,1
20230220,2023-02-20,2023,1,2,20,1,Monday,February,0,0,1
20230221,2023-02-21,2023,1,2,21,2,Tuesday,February,0,0,1
20230222,2023-02-22,2023,1,2,22,3,Wednesday,February,0,0,1
20230223,2023-02-23,2023,1,2,23,4,Thursday,February,0,0,1
20230224,2023-02-24,2023,1,2,24,5,Friday,February,0,0,1
20230225,2023-02-25,2023,1,2,25,6,Saturday,February,0,0,1
20230226,2023-02-26,2023,1,2,26,7,Sunday,February,0,0,1
20230227,2023-02-27,2023,1,2,27,1,Monday,February,0,0,1
20230228,2023-02-28,2023,1,2,28,2,Tuesday,February,0,0,1
20230301,2023-03-01,2023,1,3,1,3,Wednesday,March,0,0,1
20230302,2023-03-02,2023,1,3,2,4,Thursday,March,0,0,1
20230303,2023-03-03,2023,1,3,3,5,Friday,March,0,0,1
20230304,2023-03-04,2023,1,3,4,6,Saturday,March,0,0,1
20230305,2023-03-05,2023,1,3,5,7,Sunday,March,0,0,1
